customer_id,first_name,last_name,email,phone,country,signup_date,age,annual_income,customer_status
21371,Ahmed,Johnson,ahmed.johnson21371@example.com,+8801889660755,Australia,2022-09-30,70,70419.0,Inactive
21558,James,Brown,james.brown21558@example.com,+8801859013238,Germany,2023-08-13,50,134384.0,Suspended
18936,David,Smith,david.smith18936@example.com,+8801385005749,United States,2022-01-15,54,110833.0,Active
12321,Nusrat,Smith,nusrat.smith12321@example.com,+8801375732768,United States,2023-07-20,26,136999.0,Inactive
11596,Nusrat,Hossain,nusrat.hossain11596@example.com,+8801356442638,United States,2024-09-25,64,71355.0,Inactive
14177,Ayesha,Islam,ayesha.islam14177@example.com,+8801445247252,Germany,2023-08-13,23,115410.0,Active
21730,John,Islam,john.islam21730@example.com,+8801484631957,Bangladesh,2022-04-07,55,54931.0,Active
17414,Nusrat,Ahmed,nusrat.ahmed17414@example.com,+8801917974269,Germany,2025-05-25,19,63946.0,Suspended
18192,Nusrat,Garcia,nusrat.garcia18192@example.com,+8801318584926,Canada,2023-01-15,53,116352.0,Suspended
18799,Karim,Garcia,karim.garcia18799@example.com,+8801814937985,United States,2024-11-17,23,107576.0,Suspended
18987,Hasan,Smith,hasan.smith18987@example.com,+8801347059198,Germany,2022-07-25,24,51433.0,Inactive
14465,David,Garcia,david.garcia14465@example.com,+8801612584128,United Kingdom,2023-01-07,32,131191.0,Active
16283,John,Rahman,john.rahman16283@example.com,+8801423459232,Bangladesh,2022-08-29,50,80710.0,Inactive
12577,David,Williams,david.williams12577@example.com,+8801329343354,Canada,2022-03-21,49,119490.0,Active
21934,Karim,Ahmed,karim.ahmed21934@example.com,+8801336966014,United States,2026-01-09,68,137800.0,Active
18995,Tanvir,Islam,tanvir.islam18995@example.com,,Canada,2025-11-21,69,67592.0,Inactive
18367,Hasan,Brown,hasan.brown18367@example.com,+8801495748300,Germany,2023-09-08,30,144039.0,Suspended
17835,Nusrat,Hossain,nusrat.hossain17835@example.com,+8801992733321,Canada,2026-06-11,66,70976.0,Inactive
14376,Maria,Islam,maria.islam14376@example.com,+8801774617044,Canada,2023-01-12,38,104206.0,Inactive
20674,Tanvir,Garcia,tanvir.garcia20674@example.com,+8801514842121,Canada,2024-03-16,49,49864.0,Inactive
13530,Fatima,Hossain,fatima.hossain13530@example.com,+8801301618906,Germany,2025-01-10,70,45624.0,Active
12190,Emily,Garcia,emily.garcia12190@example.com,+8801748931346,Canada,2024-04-20,121,103416.0,Active
17421,Rahim,Smith,rahim.smith17421@example.com,+8801579494988,Bangladesh,2025-07-26,41,138513.0,Active
15063,Ayesha,Brown,ayesha.brown15063@example.com,+8801620020724,United States,2025-10-29,57,103725.0,Active
15872,Nusrat,Brown,nusrat.brown15872@example.com,+8801743837342,Germany,2022-05-21,64,89557.0,Suspended
14440,Ayesha,Rahman,ayesha.rahman14440@example.com,+8801582004346,United Kingdom,2024-08-19,53,73738.0,Inactive
15196,John,Johnson,john.johnson15196@example.com,+8801378552321,United Kingdom,2022-03-27,36,40164.0,Active
13523,John,Khan,john.khan13523@example.com,+8801820476229,United Kingdom,2025-11-21,20,124587.0,Suspended
14150,Maria,Rahman,maria.rahman14150@example.com,+8801990400724,Australia,2025-07-29,54,89667.0,Inactive
16886,Ayesha,Ahmed,ayesha.ahmed16886@example.com,+8801351065722,Australia,2025-04-16,61,66427.0,Active
20843,Karim,Ahmed,invalid-email,+8801878544184,Germany,2024-10-03,58,74030.0,Active
18731,Karim,Williams,karim.williams18731@example.com,+8801720778583,Germany,2025-08-06,48,107514.0,Suspended
20995,Sarah,Rahman,sarah.rahman20995@example.com,+8801943476861,Germany,2024-02-11,36,129029.0,Suspended
16302,Maria,Hossain,maria.hossain16302@example.com,+8801356648545,Bangladesh,2024-01-09,26,43138.0,Active
21025,Hasan,Ahmed,hasan.ahmed21025@example.com,+8801477177055,Australia,2023-10-03,40,73267.0,Active
19211,Hasan,Brown,hasan.brown19211@example.com,+8801892061503,Bangladesh,2025-04-28,31,113182.0,Suspended
11454,James,Ahmed,james.ahmed11454@example.com,+8801664876250,BD,2023-05-19,29,45688.0,Active
10430,Hasan,Smith,hasan.smith10430@example.com,+8801893819730,Canada,2024-06-03,29,109088.0,Suspended
19741,Tanvir,Williams,tanvir.williams19741@example.com,+8801638276538,United Kingdom,2024-01-08,46,109710.0,Inactive
16769,James,Johnson,james.johnson16769@example.com,+8801776311829,Australia,2023-01-20,27,144005.0,Active
12674,Fatima,Williams,fatima.williams12674@example.com,+8801571570728,Canada,2024-03-28,47,113439.0,Inactive
16065,David,Garcia,david.garcia16065@example.com,+8801351132090,United Kingdom,2022-09-21,31,46798.0,Suspended
17795,Emily,Johnson,emily.johnson17795@example.com,+8801717405575,Bangladesh,2022-07-30,48,119515.0,Inactive
15932,David,Brown,david.brown15932@example.com,+8801956208102,Canada,2023-10-07,32,104106.0,Suspended
19850,Nusrat,Williams,nusrat.williams19850@example.com,+8801843392952,United States,2023-08-14,21,85103.0,Suspended
16430,Tanvir,Hossain,tanvir.hossain16430@example.com,+8801359710478,United States,2022-07-02,52,111265.0,Active
13121,Ahmed,Hossain,ahmed.hossain13121@example.com,+8801853393772,Germany,2025-04-25,56,57893.0,Suspended
15337,Emily,Johnson,emily.johnson15337@example.com,+8801324145585,United States,2022-10-26,30,62467.0,Suspended
12849,Emily,Williams,emily.williams12849@example.com,+8801328187183,Bangladesh,2025-05-12,21,20366.0,Suspended
10745,David,Islam,david.islam10745@example.com,+8801927247693,United States,2025-03-04,54,67774.0,Inactive
13080,Ahmed,Garcia,ahmed.garcia13080@example.com,+8801833175155,Bangladesh,2026/99/99,24,49997.0,Inactive
12146,Emily,Rahman,emily.rahman12146@example.com,+8801664628392,Canada,2025-09-01,29,75798.0,Active
14760,Ahmed,Khan,ahmed.khan14760@example.com,+8801422222579,United States,2025-08-09,70,21699.0,Inactive
21091,Ayesha,Hossain,ayesha.hossain21091@example.com,+8801507172150,Bangladesh,2025-05-14,58,149616.0,Active
18210,Emily,Garcia,emily.garcia18210@example.com,+8801491103452,Bangladesh,2024-09-03,41,29456.0,Inactive
18693,Rahim,Islam,rahim.islam18693@example.com,+8801632385698,Australia,2026-03-28,43,122998.0,Suspended
15501,Ayesha,Hossain,ayesha.hossain15501@example.com,+8801640739012,United States,2024-06-22,65,97484.0,Active
13695,Rahim,Ahmed,rahim.ahmed13695@example.com,+8801826579042,United States,2022-01-17,34,38705.0,Inactive
12862,Ahmed,Rahman,ahmed.rahman12862@example.com,+8801451935488,Germany,2024-03-30,57,108854.0,Inactive
16189,Ahmed,Khan,ahmed.khan16189@example.com,+8801964946641,Australia,2025-08-17,37,111991.0,Inactive
13129,Michael,Garcia,michael.garcia13129@example.com,+8801611134568,Germany,2024-11-06,0,126865.0,Active
12058,Ayesha,Johnson,ayesha.johnson12058@example.com,+8801508610937,Australia,2023-10-02,68,62431.0,Inactive
12755,James,Rahman,james.rahman12755@example.com,+8801543472242,Germany,2026-05-19,49,93067.0,Inactive
15834,Nusrat,Johnson,nusrat.johnson15834@example.com,+8801336342390,Bangladesh,2024-12-03,38,117665.0,Suspended
13188,Emily,Ahmed,emily.ahmed13188@example.com,+8801639308046,Australia,2022-05-18,42,23637.0,Active
20112,David,Williams,david.williams20112@example.com,+8801490215023,United Kingdom,2023-04-17,70,86243.0,Active
17991,Emily,Ahmed,emily.ahmed17991@example.com,+8801548247965,Bangladesh,2025-11-24,42,85312.0,Suspended
17445,David,Brown,david.brown17445@example.com,+8801544738287,United States,2024-11-07,67,28822.0,Active
11984,Rahim,Garcia,rahim.garcia11984@example.com,+8801385412831,United Kingdom,2025-06-03,53,61160.0,Active
12841,Ayesha,Khan,ayesha.khan12841@example.com,+8801332585286,Bangladesh,2023-10-23,28,119294.0,Suspended
15647,Emily,Brown,emily.brown15647@example.com,+8801574328115,United States,2024-10-20,46,31731.0,Inactive
13007,Tanvir,Ahmed,tanvir.ahmed13007@example.com,+8801990751043,Bangladesh,2023-08-04,67,123868.0,Active
15744,Hasan,Garcia,hasan.garcia15744@example.com,+8801948236657,United Kingdom,2025-06-13,39,140186.0,Suspended
11329,Rahim,Ahmed,rahim.ahmed11329@example.com,+8801609249220,Germany,2023-01-29,48,65068.0,Inactive
10219,Fatima,Islam,fatima.islam10219@example.com,+8801331088245,United States,2023-07-14,62,119930.0,Inactive
22299,Tanvir,Smith,tanvir.smith22299@example.com,+8801864068191,Canada,2025-11-29,21,124510.0,Active
14880,Nusrat,Hossain,nusrat.hossain14880@example.com,+8801528936822,Australia,2025-04-24,23,53204.0,Inactive
19041,Michael,Ahmed,michael.ahmed19041@example.com,+8801506158866,Canada,2023-02-01,48,147418.0,Active
18009,John,Khan,john.khan18009@example.com,+8801466865640,Bangladesh,2024-09-08,69,87768.0,Active
11898,Fatima,Rahman,fatima.rahman11898@example.com,+8801580526766,United Kingdom,2025-05-07,37,42715.0,Suspended
13911,Fatima,Ahmed,fatima.ahmed13911@example.com,+8801674194628,United States,2023-05-22,31,42716.0,Active
14171,Rahim,Johnson,rahim.johnson14171@example.com,+8801605314192,United States,2023-03-14,61,40280.0,Active
11808,Rahim,Johnson,rahim.johnson11808@example.com,,Germany,2026-04-27,55,40060.0,Active
21959,Fatima,Williams,fatima.williams21959@example.com,+8801737528926,Bangladesh,2025-06-04,67,109016.0,Active
15149,Michael,Williams,michael.williams15149@example.com,+8801476942899,Australia,2024-02-10,41,82462.0,Active
15849,Sarah,Williams,sarah.williams15849@example.com,+8801857613766,Australia,2026-03-26,69,77045.0,Active
13083,Tanvir,Rahman,tanvir.rahman13083@example.com,+8801467686871,Bangladesh,2022-10-16,48,141921.0,Active
17829,Fatima,Williams,fatima.williams17829@example.com,+8801811959395,United Kingdom,2026-03-31,42,131566.0,Suspended
19351,Karim,Islam,karim.islam19351@example.com,+8801684770122,United States,2025-02-08,42,105076.0,Suspended
15994,Tanvir,Brown,tanvir.brown15994@example.com,+8801786923264,Canada,2022-07-31,61,124753.0,Inactive
20936,Ahmed,Rahman,ahmed.rahman20936@example.com,+8801720982694,United Kingdom,2026-07-07,50,112589.0,Active
12391,James,Garcia,james.garcia12391@example.com,+8801406064610,Australia,2022-07-06,60,105826.0,Inactive
11644,John,Brown,john.brown11644@example.com,+8801871670179,Germany,2022-09-13,43,21821.0,Suspended
19689,Hasan,Islam,hasan.islam19689@example.com,+8801641993622,United Kingdom,2023-09-27,43,105891.0,Suspended
17377,Hasan,Williams,hasan.williams17377@example.com,+8801928108011,United Kingdom,2024-07-18,27,49167.0,Suspended
20191,Hasan,Brown,hasan.brown20191@example.com,+8801457360335,Bangladesh,2025-10-30,19,21807.0,Suspended
14722,David,Brown,david.brown14722@example.com,+8801951392074,United Kingdom,2022-08-02,29,48402.0,Inactive
16120,James,Brown,james.brown16120@example.com,+8801795888581,Canada,2024-10-02,49,122877.0,Active
10968,Karim,Islam,karim.islam10968@example.com,+8801646627326,United Kingdom,2024-02-16,70,28869.0,Inactive
18141,Ahmed,Khan,ahmed.khan18141@example.com,+8801883802071,United States,2022-08-06,61,138107.0,Active
21389,Fatima,Rahman,fatima.rahman21389@example.com,+8801308130865,Australia,2023-07-13,41,115216.0,Suspended
15534,Michael,Khan,michael.khan15534@example.com,+8801724227692,Canada,2022-06-08,38,111351.0,Inactive
15829,Fatima,Brown,fatima.brown15829@example.com,+8801938335244,Germany,2026-05-29,61,74141.0,Inactive
18010,Maria,Smith,maria.smith18010@example.com,+8801931053440,Australia,2025-01-24,22,139686.0,Inactive
16051,Maria,Johnson,maria.johnson16051@example.com,+8801649558560,Germany,2026-05-08,46,106847.0,Inactive
12302,Sarah,Khan,sarah.khan12302@example.com,+8801914273453,Canada,2024-09-17,40,44608.0,Suspended
19604,Ahmed,Garcia,ahmed.garcia19604@example.com,+8801899630331,Germany,2022-01-13,27,112557.0,Suspended
10587,Ahmed,Williams,ahmed.williams10587@example.com,+8801379144854,Bangladesh,2023-08-27,19,61774.0,Inactive
12317,James,Islam,james.islam12317@example.com,+8801300379688,Bangladesh,2023-05-30,63,92844.0,Suspended
18818,Sarah,Islam,sarah.islam18818@example.com,+8801558779912,United States,2024-07-16,61,22600.0,Inactive
20942,Karim,Brown,karim.brown20942@example.com,+8801692606555,Australia,2022-05-06,67,65849.0,Active
16907,Emily,Johnson,emily.johnson16907@example.com,+8801305274300,Canada,2022-10-04,32,71610.0,Inactive
21005,Ahmed,Islam,ahmed.islam21005@example.com,+8801745921062,Australia,2023-03-26,40,66657.0,Active
13746,Tanvir,Garcia,tanvir.garcia13746@example.com,+8801875375964,Canada,2023-06-07,48,92876.0,Inactive
11108,Emily,Smith,emily.smith11108@example.com,+8801446463340,Canada,2026-01-14,30,102840.0,Inactive
12969,James,Rahman,james.rahman12969@example.com,+8801861392444,Germany,2026-04-27,29,29535.0,Suspended
16135,Ahmed,Khan,ahmed.khan16135@example.com,+8801386171799,Australia,2023-02-14,21,111360.0,Inactive
11238,David,Ahmed,david.ahmed11238@example.com,+8801575357476,Germany,2025-05-16,33,73197.0,Active
16661,John,Islam,john.islam16661@example.com,+8801927925025,Australia,2025-06-16,21,38639.0,Active
17934,John,Hossain,john.hossain17934@example.com,+8801316073768,Germany,2025-10-05,52,49488.0,Active
14366,Tanvir,Johnson,tanvir.johnson14366@example.com,+8801888978276,United Kingdom,2024-10-21,65,76251.0,Active
19560,Hasan,Rahman,hasan.rahman19560@example.com,+8801647317550,United Kingdom,2022-03-25,27,60392.0,Inactive
13647,James,Hossain,james.hossain13647@example.com,+8801818221003,Australia,2022-04-13,24,87093.0,Suspended
17926,Nusrat,Islam,nusrat.islam17926@example.com,+8801566087542,Australia,2025-04-03,54,40347.0,Inactive
15480,Emily,Williams,emily.williams15480@example.com,+8801462850391,Germany,2023-08-25,44,30910.0,Suspended
18982,John,Garcia,john.garcia18982@example.com,+8801749313763,Australia,2024-01-24,36,72958.0,Active
14093,James,Rahman,james.rahman14093@example.com,+8801644629187,Canada,2023-06-18,35,114150.0,Suspended
16467,Tanvir,Brown,tanvir.brown16467@example.com,+8801414610460,United Kingdom,2024-08-16,24,43556.0,Inactive
18927,Karim,Ahmed,karim.ahmed18927@example.com,+8801540746970,Australia,2022-01-26,29,96133.0,Suspended
21786,Nusrat,Ahmed,nusrat.ahmed21786@example.com,+8801905162175,Canada,2022-06-12,69,41984.0,Active
22000,Rahim,Smith,rahim.smith22000@example.com,+8801602700028,Canada,2023-08-09,57,86499.0,Inactive
12914,James,Williams,james.williams12914@example.com,+8801396265979,Australia,2023-08-29,27,90158.0,Inactive
18631,Fatima,Khan,fatima.khan18631@example.com,+8801302528850,Bangladesh,2023-07-20,50,127446.0,Inactive
21849,David,Smith,david.smith21849@example.com,+8801562672934,Canada,2022-11-02,53,136180.0,Active
20726,Karim,Khan,karim.khan20726@example.com,+8801330854503,Bangladesh,2024-07-06,54,81736.0,Inactive
11865,John,Islam,john.islam11865@example.com,+8801697048982,Bangladesh,2022-04-11,59,70137.0,Suspended
11740,Rahim,Khan,rahim.khan11740@example.com,+8801948726462,United States,2024-10-27,28,21424.0,Inactive
15340,James,Williams,james.williams15340@example.com,+8801913375201,United States,2025-05-17,40,148024.0,Inactive
13845,Karim,Garcia,karim.garcia13845@example.com,+8801877880966,United States,2025-03-29,26,57821.0,Suspended
20067,Karim,Williams,karim.williams20067@example.com,+8801431899524,Germany,2022-10-07,20,49904.0,Inactive
11167,Maria,Smith,maria.smith11167@example.com,+8801923914616,Canada,2025-03-04,45,133815.0,Inactive
16849,Sarah,Johnson,sarah.johnson16849@example.com,+8801541224687,Bangladesh,2023-02-20,28,86202.0,Active
11733,Hasan,Hossain,hasan.hossain11733@example.com,+8801541148670,Bangladesh,2026-03-10,26,35366.0,Suspended
20898,Karim,Garcia,karim.garcia20898@example.com,+8801985923732,Australia,2024-06-22,67,102671.0,Inactive
12358,Maria,Johnson,maria.johnson12358@example.com,+8801973510042,Australia,2024-03-03,65,54274.0,Suspended
16347,James,Williams,james.williams16347@example.com,+8801858377550,United States,2025-05-30,44,120890.0,Suspended
13834,Rahim,Williams,rahim.williams13834@example.com,,Australia,2022-08-06,18,43863.0,Inactive
19939,Tanvir,Johnson,tanvir.johnson19939@example.com,+8801887766409,United States,2026-07-23,24,72452.0,Active
21207,Ayesha,Brown,ayesha.brown21207@example.com,+8801441754772,Canada,2025-07-28,40,109856.0,Suspended
17607,Hasan,Williams,hasan.williams17607@example.com,+8801520313751,Australia,2023-09-01,57,31344.0,Active
18736,Ayesha,Khan,ayesha.khan18736@example.com,+8801726847766,Germany,2023-05-11,58,44525.0,Inactive
16833,Hasan,Islam,hasan.islam16833@example.com,+8801969658398,United Kingdom,2022-10-11,35,120834.0,Inactive
15118,Tanvir,Rahman,tanvir.rahman15118@example.com,+8801758606186,Bangladesh,2023-04-26,30,119646.0,Active
15460,John,Ahmed,john.ahmed15460@example.com,+8801973909556,United Kingdom,2026-07-31,0,43184.0,Inactive
13354,Karim,Johnson,karim.johnson13354@example.com,+8801660202958,Bangladesh,2024-04-13,34,71887.0,Active
15951,Hasan,Smith,hasan.smith15951@example.com,+8801780163611,Germany,2024-01-31,35,112512.0,Inactive
10812,John,Garcia,john.garcia10812@example.com,+8801307112115,Australia,2022-03-28,48,68653.0,Suspended
10051,Michael,Islam,michael.islam10051@example.com,+8801442224154,United Kingdom,2022-05-21,33,68434.0,Inactive
20963,David,Hossain,david.hossain20963@example.com,+8801815527469,Bangladesh,2023-01-06,62,76508.0,Suspended
12597,Hasan,Hossain,hasan.hossain12597@example.com,+8801458255838,United Kingdom,2022-09-30,65,111943.0,Inactive
19017,Tanvir,Hossain,tanvir.hossain19017@example.com,+8801515257559,Germany,2025-04-19,65,105971.0,Inactive
15156,Emily,Johnson,emily.johnson15156@example.com,+8801448628452,United States,2024-01-20,34,97843.0,Active
13442,Ayesha,Ahmed,ayesha.ahmed13442@example.com,+8801319499324,United Kingdom,2022-12-12,45,147977.0,Active
17574,Michael,Johnson,michael.johnson17574@example.com,+8801507084347,Canada,2022-04-22,26,122308.0,Inactive
11278,John,Smith,john.smith11278@example.com,+8801951089619,Germany,2026-07-02,56,113004.0,Suspended
15021,Ahmed,Williams,ahmed.williams15021@example.com,+8801982097607,United Kingdom,2025-06-12,32,76651.0,Inactive
18979,Sarah,Rahman,sarah.rahman18979@example.com,+8801834739743,United States,2023-04-02,33,140813.0,Inactive
20543,Maria,Hossain,maria.hossain20543@example.com,+8801830773677,Germany,2024-08-22,63,116554.0,Inactive
21385,John,Brown,john.brown21385@example.com,+8801359082448,Bangladesh,2022-08-15,20,57340.0,Inactive
13791,Hasan,Islam,hasan.islam13791@example.com,+8801635068180,Canada,2026-01-25,20,147224.0,Inactive
11086,Karim,Rahman,karim.rahman11086@example.com,+8801422599500,Canada,2025-05-03,69,100691.0,Active
13211,Nusrat,Rahman,nusrat.rahman13211@example.com,+8801852657298,Bangladesh,2026-01-04,43,77742.0,Inactive
10829,Ahmed,Islam,ahmed.islam10829@example.com,+8801681295430,United Kingdom,2025-10-10,50,83896.0,Suspended
19004,Sarah,Khan,sarah.khan19004@example.com,+8801518573472,Australia,2025-10-19,31,56051.0,Active
15099,Tanvir,Hossain,tanvir.hossain15099@example.com,+8801476054417,United States,2023-01-30,61,143422.0,Active
12949,Hasan,Johnson,hasan.johnson12949@example.com,+8801555521543,Australia,2025-10-03,38,37348.0,Inactive
14815,Ayesha,Brown,ayesha.brown14815@example.com,+8801861603140,United States,2022-01-10,20,119879.0,Suspended
14282,James,Johnson,james.johnson14282@example.com,+8801620150230,Bangladesh,2022-05-16,45,48564.0,Active
19148,Michael,Khan,michael.khan19148@example.com,+8801979574263,Australia,2022-12-21,42,133181.0,Active
15251,Ahmed,Johnson,ahmed.johnson15251@example.com,+8801708718147,Germany,2025-04-17,69,35962.0,Inactive
13672,Fatima,Johnson,fatima.johnson13672@example.com,+8801928354912,United States,2023-03-29,70,123457.0,Inactive
18722,Emily,Williams,emily.williams18722@example.com,+8801733696439,Germany,2022-03-11,37,27664.0,Inactive
15827,Emily,Ahmed,emily.ahmed15827@example.com,+8801879974432,Canada,2024-06-10,18,120662.0,Active
17986,Michael,Smith,michael.smith17986@example.com,+8801980969954,Australia,2023-04-03,66,27584.0,Suspended
19487,Fatima,Islam,fatima.islam19487@example.com,+8801406001557,United Kingdom,2022-09-17,28,73645.0,Active
12859,James,Khan,james.khan12859@example.com,+8801580899257,Germany,2026-02-10,34,146111.0,Suspended
22430,James,Garcia,james.garcia22430@example.com,+8801454133439,Bangladesh,2024-01-13,37,88551.0,Suspended
20865,Tanvir,Hossain,tanvir.hossain20865@example.com,+8801921895833,Germany,2025-08-30,50,31170.0,Inactive
12373,Hasan,Garcia,hasan.garcia12373@example.com,+8801492565732,United States,2022-03-02,59,141743.0,Inactive
20619,Karim,Brown,karim.brown20619@example.com,+8801544779440,United Kingdom,2022-03-20,58,25913.0,Active
13119,Karim,Ahmed,karim.ahmed13119@example.com,+8801532232732,Canada,2023-08-11,21,83572.0,Inactive
10764,John,Ahmed,john.ahmed10764@example.com,+8801546950710,Bangladesh,2024-11-19,59,56806.0,Active
19886,Rahim,Brown,rahim.brown19886@example.com,+8801861161783,Australia,2023-03-17,49,126719.0,Suspended
20657,Fatima,Rahman,fatima.rahman20657@example.com,+8801606041288,Canada,2022-07-14,32,48391.0,Inactive
10386,Emily,Garcia,emily.garcia10386@example.com,+8801316799547,United States,2023-02-27,22,33224.0,Suspended
12320,Emily,Ahmed,emily.ahmed12320@example.com,+8801993728080,Canada,2024-03-11,55,45345.0,Active
13127,David,Garcia,david.garcia13127@example.com,+8801913710527,Australia,2025-05-04,50,135992.0,Suspended
19235,Sarah,Rahman,sarah.rahman19235@example.com,+8801523335740,United Kingdom,2026-04-14,60,69708.0,Inactive
16492,Hasan,Hossain,hasan.hossain16492@example.com,+8801497365018,Germany,2023-08-11,70,69616.0,Inactive
10380,Ayesha,Ahmed,ayesha.ahmed10380@example.com,+8801988832222,Germany,2025-08-15,44,69081.0,Inactive
12911,James,Williams,james.williams12911@example.com,+8801574066171,Australia,2026-07-12,28,72803.0,Suspended
21857,Fatima,Williams,fatima.williams21857@example.com,+8801678574411,Canada,2022-07-16,55,108353.0,Suspended
11373,Karim,Smith,karim.smith11373@example.com,+8801627410286,United Kingdom,2023-09-14,36,83691.0,Active
19388,Ahmed,Islam,ahmed.islam19388@example.com,+8801544682059,United States,2022-06-15,24,29734.0,Suspended
18463,Maria,Khan,maria.khan18463@example.com,+8801772680385,Canada,2022-07-08,55,35420.0,Suspended
17079,John,Williams,john.williams17079@example.com,+8801777039271,United States,2023-05-29,64,123155.0,Active
15923,Michael,Johnson,invalid-email,+8801814160608,Australia,2023-08-24,31,144373.0,Suspended
15640,Karim,Islam,karim.islam15640@example.com,+8801684775654,Australia,2023-09-11,18,87223.0,Active
13324,Nusrat,Khan,nusrat.khan13324@example.com,+8801682434083,United States,2022-01-12,58,120179.0,Suspended
12451,James,Hossain,james.hossain12451@example.com,+8801421719840,Germany,2022-10-28,46,32723.0,Active
15527,Emily,Smith,emily.smith15527@example.com,+8801958514183,United Kingdom,2024-11-27,19,133559.0,Inactive
10742,Tanvir,Rahman,tanvir.rahman10742@example.com,+8801569173782,Bangladesh,2023-02-09,64,96099.0,Inactive
16815,Rahim,Ahmed,rahim.ahmed16815@example.com,+8801869798372,Canada,2023-10-17,69,77390.0,Inactive
10885,Michael,Khan,michael.khan10885@example.com,+8801375578677,United Kingdom,2022-06-09,31,145906.0,Suspended
19256,David,Garcia,david.garcia19256@example.com,+8801358154769,Canada,2025-04-21,63,138999.0,Active
17110,John,Islam,john.islam17110@example.com,+8801751715102,Bangladesh,2022-11-17,22,52730.0,Inactive
14820,John,Khan,john.khan14820@example.com,+8801765177461,Australia,2022-04-16,23,130923.0,Inactive
21289,Emily,Hossain,emily.hossain21289@example.com,+8801715273146,Canada,2024-04-07,46,45398.0,Active
12326,Sarah,Islam,sarah.islam12326@example.com,+8801343992952,Canada,2023-06-08,25,102168.0,Inactive
18626,Ayesha,Brown,ayesha.brown18626@example.com,+8801739712327,Australia,2025-08-08,62,60090.0,Suspended
11283,Ahmed,Williams,ahmed.williams11283@example.com,+8801601722145,Germany,2024-01-09,45,57083.0,Inactive
